Order Date,Ship Date,Ship Mode,Customer ID,Segment,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,class
18,37,2,258,0,266,3,90049,3,1544,2,0,90.57,3,0,0
1160,1269,3,738,0,374,36,19140,1,48,0,4,3083.43,7,0.5,1
1160,1269,3,738,0,374,36,19140,1,655,1,3,9.618,2,0.7,1
1160,1269,3,738,0,374,36,19140,1,310,0,9,124.2,3,0.2,0
1160,1269,3,738,0,374,36,19140,1,860,1,7,3.264,2,0.2,0
1160,1269,3,738,0,374,36,19140,1,610,1,2,86.304,6,0.2,0
1160,1269,3,738,0,374,36,19140,1,695,1,3,6.858,6,0.7,1
1160,1269,3,738,0,374,36,19140,1,526,1,2,15.76,2,0.2,0
121,149,2,482,2,207,41,77095,0,1033,1,12,29.472,3,0.2,0
418,333,0,300,1,406,41,75080,0,1859,2,13,1097.544,7,0.2,0
418,333,0,300,1,406,41,75080,0,265,0,9,190.92,5,0.6,1
380,424,3,704,2,207,41,77041,0,875,1,7,113.328,9,0.2,0
380,424,3,704,2,207,41,77041,0,20,0,4,532.3992,3,0.32,1
380,424,3,704,2,207,41,77041,0,120,0,5,212.058,3,0.3,1
380,424,3,704,2,207,41,77041,0,1694,2,13,371.168,4,0.2,0
1134,1243,3,452,1,321,11,60540,0,1828,2,13,147.168,4,0.2,0
951,1042,3,617,1,266,3,90049,3,1392,1,14,77.88,2,0,0
1169,1279,3,278,1,288,8,32935,2,1386,1,14,95.616,2,0.2,0
513,550,0,579,1,129,21,55122,0,1460,2,0,45.98,2,0,0
513,550,0,579,1,129,21,55122,0,767,1,3,17.46,2,0,0
126,154,2,603,0,516,20,48185,0,1351,1,14,211.96,4,0,0
866,941,3,461,0,124,6,19901,1,1518,2,0,45,3,0,0
866,941,3,461,0,124,6,19901,1,1823,2,13,21.8,2,0,0
642,698,3,229,0,324,12,47150,0,822,1,3,38.22,6,0,0
642,698,3,229,0,324,12,47150,0,979,1,10,75.18,6,0,0
642,698,3,229,0,324,12,47150,0,192,0,9,6.16,2,0,0
642,698,3,229,0,324,12,47150,0,100,0,5,89.99,1,0,0
318,361,3,390,1,329,30,10024,1,904,1,8,15.26,7,0,0
318,361,3,390,1,329,30,10024,1,1767,2,13,1029.95,5,0,0
852,912,0,731,0,488,30,12180,1,1305,1,14,208.56,6,0,0
852,912,0,731,0,488,30,12180,1,1109,1,12,32.4,5,0,0
852,912,0,731,0,488,30,12180,1,115,0,5,319.41,5,0.1,0
852,912,0,731,0,488,30,12180,1,1060,1,12,14.56,2,0,0
852,912,0,731,0,488,30,12180,1,1518,2,0,30,2,0,0
852,912,0,731,0,488,30,12180,1,692,1,3,48.48,4,0.2,0
852,912,0,731,0,488,30,12180,1,531,1,2,1.68,1,0,0
255,300,3,438,0,266,3,90004,3,1586,2,0,13.98,2,0,0
255,300,3,438,0,266,3,90004,3,677,1,3,25.824,6,0.2,0
255,300,3,438,0,266,3,90004,3,1236,1,12,146.73,3,0,0
255,300,3,438,0,266,3,90004,3,153,0,9,79.76,4,0,0
689,857,3,609,2,80,11,60610,0,65,0,5,213.115,5,0.3,1
405,331,3,106,1,166,1,85234,3,557,1,2,1113.024,8,0.2,0
405,331,3,106,1,166,1,85234,3,1783,2,13,167.968,4,0.2,0
906,974,0,422,0,464,44,22153,2,1049,1,12,75.88,2,0,0
1164,1278,3,329,0,329,30,10009,1,832,1,3,4.616,1,0.2,0
1150,1251,2,738,0,215,20,49201,0,1275,1,12,19.05,3,0,0
673,801,3,356,0,289,40,38109,2,56,0,5,831.936,8,0.2,1
673,801,3,356,0,289,40,38109,2,267,0,9,97.04,2,0.2,0
673,801,3,356,0,289,40,38109,2,1404,1,14,72.784,1,0.2,1
423,338,0,418,1,207,41,77041,0,809,1,3,1.248,3,0.8,1
423,338,0,418,1,207,41,77041,0,147,0,9,9.708,3,0.6,1
423,338,0,418,1,207,41,77041,0,1306,1,14,27.24,3,0.2,0
262,327,2,356,0,207,41,77070,0,250,0,9,19.3,5,0.6,1
834,901,0,679,1,116,0,35601,2,416,1,1,208.16,1,0,0
834,901,0,679,1,116,0,35601,2,732,1,3,16.74,3,0,0
94,120,3,226,0,438,3,94122,3,542,1,2,14.9,5,0,0
94,120,3,226,0,438,3,94122,3,1367,1,14,21.39,1,0,0
1210,1326,3,347,1,128,31,27707,2,850,1,7,200.984,7,0.2,0
211,238,0,177,2,80,11,60623,0,1396,1,14,230.376,3,0.2,1
788,847,2,603,0,93,38,29203,2,63,0,5,301.96,2,0,0
149,254,3,592,0,410,21,55901,0,1511,2,0,19.99,1,0,0
149,254,3,592,0,410,21,55901,0,944,1,10,6.16,2,0,0
698,653,2,304,2,207,41,77095,0,1389,1,14,158.368,7,0.2,0
1161,1274,3,406,1,266,3,90036,3,632,1,2,20.1,3,0,0
1161,1274,3,406,1,266,3,90036,3,1828,2,13,73.584,2,0.2,0
1161,1274,3,406,1,266,3,90036,3,1037,1,12,6.48,1,0,0
64,517,2,415,0,300,21,55407,0,1206,1,12,12.96,2,0,0
64,517,2,415,0,300,21,55407,0,272,0,9,53.34,3,0,0
64,517,2,415,0,300,21,55407,0,752,1,3,32.96,2,0,0
296,223,3,626,2,389,35,97206,3,836,1,3,5.682,1,0.7,1
308,219,2,601,2,329,30,10009,1,159,0,9,96.53,7,0,0
853,924,0,423,0,438,3,94122,3,708,1,3,51.312,3,0.2,0
1225,1226,3,276,1,427,21,55106,0,385,1,1,77.88,6,0,0
1096,1262,3,623,2,80,11,60610,0,1209,1,12,64.624,7,0.2,0
1096,1262,3,623,2,80,11,60610,0,1504,2,0,95.976,3,0.2,1
1096,1262,3,623,2,80,11,60610,0,743,1,3,1.788,3,0.8,1
311,429,2,314,0,410,21,55901,0,1245,1,12,23.92,4,0,0
209,240,3,450,0,24,4,80013,3,1498,2,0,238.896,6,0.2,1
209,240,3,450,0,24,4,80013,3,283,0,9,102.36,3,0.2,1
209,240,3,450,0,24,4,80013,3,747,1,3,36.882,3,0.7,1
253,290,3,389,0,74,31,28205,2,1560,2,0,74.112,8,0.2,0
253,290,3,389,0,74,31,28205,2,1789,2,13,27.992,1,0.2,0
253,290,3,389,0,74,31,28205,2,482,1,2,3.304,1,0.2,0
105,137,3,581,2,352,11,60462,0,1475,2,0,339.96,5,0.2,0
374,422,3,183,1,329,30,10035,1,202,0,9,41.96,2,0,0
280,214,3,152,0,494,13,50322,0,481,1,2,75.96,2,0,0
280,214,3,152,0,494,13,50322,0,797,1,3,27.24,6,0,0
1081,1174,2,629,0,94,33,43229,1,908,1,8,40.096,14,0.2,0
1081,1174,2,629,0,94,33,43229,1,871,1,7,4.72,2,0.2,0
1081,1174,2,629,0,94,33,43229,1,1284,1,12,23.976,3,0.2,0
1081,1174,2,629,0,94,33,43229,1,869,1,7,130.464,6,0.2,0
543,636,3,213,0,452,45,98103,3,332,0,16,787.53,3,0,0
697,652,3,297,1,51,40,37620,2,779,1,3,157.794,1,0.7,1
834,901,0,678,0,521,6,19805,1,214,0,9,47.04,3,0,0
834,901,0,678,0,521,6,19805,1,794,1,3,30.84,4,0,0
834,901,0,678,0,521,6,19805,1,1316,1,14,226.56,6,0,0
834,901,0,678,0,521,6,19805,1,868,1,7,115.02,9,0,0
834,901,0,678,0,521,6,19805,1,1819,2,13,68.04,7,0,0
375,407,2,15,2,207,41,77041,0,118,0,5,600.558,3,0.3,1
1173,1284,3,589,0,41,11,61701,0,369,0,16,617.7,6,0.5,1
292,223,3,767,0,375,1,85023,3,766,1,3,2.388,2,0.7,1
292,223,3,767,0,375,1,85023,3,1381,1,14,243.992,7,0.2,0
295,214,2,472,2,266,3,90004,3,65,0,5,81.424,2,0.2,1
295,214,2,472,2,266,3,90004,3,270,0,9,238.56,3,0,0
454,519,0,242,1,94,33,43229,1,1760,2,13,59.97,5,0.4,1
454,519,0,242,1,94,33,43229,1,1167,1,12,78.304,2,0.2,0
454,519,0,242,1,94,33,43229,1,925,1,8,21.456,9,0.2,0
99,131,3,451,0,418,3,95661,3,1128,1,12,20.04,3,0,0
99,131,3,451,0,418,3,95661,3,1120,1,12,35.44,1,0,0
99,131,3,451,0,418,3,95661,3,506,1,2,11.52,4,0,0
99,131,3,451,0,418,3,95661,3,929,1,8,4.02,2,0,0
99,131,3,451,0,418,3,95661,3,837,1,3,76.176,3,0.2,0
99,131,3,451,0,418,3,95661,3,1428,1,15,65.88,6,0,0
99,131,3,451,0,418,3,95661,3,192,0,9,43.12,14,0,0
1221,1323,2,349,1,374,36,19140,1,310,0,9,82.8,2,0.2,0
1165,1279,3,691,1,438,3,94122,3,500,1,2,8.82,3,0,0
1165,1279,3,691,1,438,3,94122,3,891,1,7,10.86,3,0,0
1165,1279,3,691,1,438,3,94122,3,1258,1,12,143.7,3,0,0
363,406,3,687,0,210,23,64055,0,396,1,1,839.43,3,0,0
1227,1229,3,317,0,364,3,91104,3,1396,1,14,671.93,7,0,0
133,165,3,503,2,330,33,43055,1,156,0,9,93.888,4,0.2,0
407,449,3,357,1,156,47,53132,0,1686,2,13,384.45,11,0,0
407,449,3,357,1,156,47,53132,0,1721,2,13,149.97,3,0,0
407,449,3,357,1,156,47,53132,0,55,0,5,1951.84,8,0,0
407,449,3,357,1,156,47,53132,0,745,1,3,171.55,5,0,0
519,560,0,773,2,451,1,85254,3,384,1,1,157.92,5,0.2,0
519,560,0,773,2,451,1,85254,3,1713,2,13,203.184,2,0.2,0
801,918,0,708,1,440,3,95123,3,1140,1,12,58.38,7,0,0
801,918,0,708,1,440,3,95123,3,1161,1,12,105.52,4,0,0
801,918,0,708,1,440,3,95123,3,1349,1,14,80.88,6,0,0
786,959,3,566,2,452,45,98105,3,522,1,2,6.63,3,0,0
505,635,2,190,0,452,45,98115,3,118,0,5,457.568,2,0.2,0
240,273,3,571,0,134,34,73034,0,978,1,10,14.62,2,0,0
240,273,3,571,0,134,34,73034,0,1842,2,13,944.93,7,0,0
721,771,0,769,0,266,3,90045,3,1185,1,12,5.98,1,0,0
384,424,2,269,0,374,36,19134,1,1565,2,0,54.384,2,0.2,0
222,257,3,635,0,65,29,88220,3,865,1,7,28.4,5,0,0
299,218,3,516,0,452,45,98115,3,801,1,3,27.68,2,0.2,0
1229,1228,3,90,0,434,41,78207,0,618,1,2,9.936,3,0.2,0
1229,1228,3,90,0,434,41,78207,0,1622,2,11,8159.952,8,0.4,1
1229,1228,3,90,0,434,41,78207,0,1324,1,14,275.928,3,0.2,1
1229,1228,3,90,0,434,41,78207,0,121,0,5,1740.06,9,0.3,1
1229,1228,3,90,0,434,41,78207,0,556,1,2,32.064,6,0.2,0
1229,1228,3,90,0,434,41,78207,0,428,1,1,177.98,5,0.8,1
1229,1228,3,90,0,434,41,78207,0,1821,2,13,143.976,3,0.2,0
1110,1213,3,173,0,266,3,90004,3,1063,1,12,20.94,3,0,0
1110,1213,3,173,0,266,3,90004,3,1084,1,12,110.96,2,0,0
1110,1213,3,173,0,266,3,90004,3,111,0,5,340.144,7,0.2,0
1147,1256,3,340,1,80,11,60623,0,393,1,1,52.448,2,0.8,1
1147,1256,3,340,1,80,11,60623,0,984,1,10,20.16,4,0.2,0
657,712,2,696,0,207,41,77036,0,433,1,1,97.264,4,0.8,1
243,268,2,356,0,330,33,43055,1,128,0,5,396.802,7,0.3,1
243,268,2,356,0,330,33,43055,1,1433,1,15,15.88,5,0.2,1
332,368,3,379,2,329,30,10009,1,535,1,2,3.28,1,0,0
405,447,2,214,1,116,11,62521,0,1390,1,14,24.816,2,0.2,0
405,447,2,214,1,116,11,62521,0,1587,2,0,408.744,7,0.2,0
231,271,2,649,2,308,16,71203,2,1802,2,13,503.96,4,0,0
231,271,2,649,2,308,16,71203,2,1852,2,13,149.95,5,0,0
231,271,2,649,2,308,16,71203,2,1525,2,0,29,2,0,0
272,373,3,697,0,147,5,6824,1,714,1,3,7.16,2,0,0
1084,1188,3,287,2,266,3,90032,3,1522,2,0,176.8,8,0,0
948,1042,3,40,1,172,41,75051,0,1335,1,14,37.224,3,0.2,0
948,1042,3,40,1,172,41,75051,0,1140,1,12,20.016,3,0.2,0
95,113,0,532,2,329,30,10035,1,22,0,4,899.136,4,0.2,0
95,113,0,532,2,329,30,10035,1,1728,2,13,71.76,6,0,0
95,113,0,532,2,329,30,10035,1,1016,1,12,51.84,8,0,0
95,113,0,532,2,329,30,10035,1,20,0,4,626.352,3,0.2,0
95,113,0,532,2,329,30,10035,1,585,1,2,19.9,5,0,0
169,312,3,551,1,399,3,92374,3,860,1,7,14.28,7,0,0
548,598,3,125,0,187,33,45011,1,625,1,2,7.408,2,0.2,0
548,598,3,125,0,187,33,45011,1,609,1,2,6.048,3,0.2,0
296,227,3,780,2,515,28,7090,1,1337,1,14,46.26,3,0,0
1014,1005,3,285,1,374,36,19120,1,653,1,3,2.946,2,0.7,1
1014,1005,3,285,1,374,36,19120,1,1184,1,12,16.056,3,0.2,0
880,957,3,484,0,2,33,44312,1,1179,1,12,21.744,3,0.2,0
1098,1197,0,108,0,120,4,80219,3,367,0,16,218.75,2,0.5,1
1098,1197,0,108,0,120,4,80219,3,450,1,1,2.6,1,0.2,0
342,382,2,455,0,109,41,75220,0,444,1,1,66.284,2,0.8,1
900,979,3,326,1,156,40,37064,2,242,0,9,35.168,7,0.2,0
423,350,3,458,0,519,3,90604,3,1744,2,13,444.768,4,0.2,0
312,442,3,371,0,423,20,48601,0,1309,1,14,83.92,4,0,0
312,442,3,371,0,423,20,48601,0,1735,2,13,131.98,2,0,0
312,442,3,371,0,423,20,48601,0,766,1,3,15.92,4,0,0
312,442,3,371,0,423,20,48601,0,902,1,8,52.29,9,0,0
312,442,3,371,0,423,20,48601,0,1345,1,14,91.99,1,0,0
502,461,2,541,1,109,41,75220,0,1488,2,0,20.8,2,0.2,0
26,91,3,786,1,287,33,44256,1,1006,1,10,23.68,2,0.2,0
26,91,3,786,1,287,33,44256,1,46,0,4,452.45,5,0.5,1
26,91,3,786,1,287,33,44256,1,1789,2,13,62.982,3,0.4,1
26,91,3,786,1,287,33,44256,1,1623,2,11,1188,9,0.7,1
26,91,3,786,1,287,33,44256,1,1458,2,0,89.584,2,0.2,0
155,210,3,370,0,266,3,90032,3,1335,1,14,93.06,6,0,0
155,210,3,370,0,266,3,90032,3,1774,2,13,302.376,3,0.2,0
369,404,0,341,0,126,33,43017,1,906,1,8,5.584,2,0.2,0
369,404,0,341,0,126,33,43017,1,1242,1,12,22.704,6,0.2,0
369,404,0,341,0,126,33,43017,1,752,1,3,19.776,4,0.7,1
369,404,0,341,0,126,33,43017,1,140,0,9,72.704,4,0.2,0
369,404,0,341,0,126,33,43017,1,1630,2,11,479.988,4,0.7,1
369,404,0,341,0,126,33,43017,1,539,1,2,27.168,2,0.2,0
1125,1130,3,236,1,123,20,48227,0,502,1,2,2.2,1,0,0
1125,1130,3,236,1,123,20,48227,0,358,0,16,622.45,5,0,0
1125,1130,3,236,1,123,20,48227,0,1370,1,14,21.98,1,0,0
479,629,3,776,0,93,40,38401,2,131,0,5,161.568,2,0.2,1
479,629,3,776,0,93,40,38401,2,123,0,5,389.696,8,0.2,0
1143,1248,3,245,1,74,31,28205,2,706,1,3,18.648,7,0.7,1
706,660,3,177,2,473,8,33614,2,331,0,16,233.86,2,0.45,1
706,660,3,177,2,473,8,33614,2,355,0,16,620.6145,3,0.45,1
706,660,3,177,2,473,8,33614,2,706,1,3,5.328,2,0.7,1
706,660,3,177,2,473,8,33614,2,1567,2,0,617.976,3,0.2,1
208,238,3,191,1,448,3,95051,3,1170,1,12,10.56,2,0,0
906,984,2,434,0,80,11,60610,0,1213,1,12,25.92,5,0.2,0
906,984,2,434,0,80,11,60610,0,158,0,9,419.68,5,0.6,1
906,984,2,434,0,80,11,60610,0,297,0,9,11.688,3,0.6,1
906,984,2,434,0,80,11,60610,0,1677,2,13,31.984,2,0.2,0
906,984,2,434,0,80,11,60610,0,344,0,16,177.225,5,0.5,1
906,984,2,434,0,80,11,60610,0,226,0,9,4.044,3,0.6,1
906,984,2,434,0,80,11,60610,0,625,1,2,7.408,2,0.2,0
824,973,2,240,2,239,21,55044,0,118,0,5,2001.86,7,0,0
824,973,2,240,2,239,21,55044,0,1361,1,14,166.72,2,0,0
824,973,2,240,2,239,21,55044,0,1248,1,12,47.88,6,0,0
824,973,2,240,2,239,21,55044,0,439,1,1,1503.25,5,0,0
824,973,2,240,2,239,21,55044,0,1016,1,12,25.92,4,0,0
315,353,2,463,0,438,3,94109,3,99,0,5,321.568,2,0.2,0
1137,1250,3,420,0,437,3,92037,3,1270,1,12,7.61,1,0,0
1137,1250,3,420,0,437,3,92037,3,1567,2,0,3347.37,13,0,0
315,345,0,219,0,329,30,10024,1,1330,1,14,80.58,6,0,0
315,345,0,219,0,329,30,10024,1,884,1,7,361.92,4,0,0
271,428,3,233,1,80,11,60623,0,226,0,9,12.132,9,0.6,1
271,428,3,233,1,80,11,60623,0,1413,1,14,82.368,2,0.2,1
271,428,3,233,1,80,11,60623,0,1349,1,14,53.92,5,0.2,0
271,428,3,233,1,80,11,60623,0,1731,2,13,647.904,6,0.2,0
312,418,2,136,0,329,30,10009,1,1462,2,0,20.37,3,0,0
312,418,2,136,0,329,30,10009,1,1379,1,14,221.55,3,0,0
312,418,2,136,0,329,30,10009,1,774,1,3,17.52,5,0.2,0
919,890,3,243,1,364,41,77506,0,418,1,1,1.624,2,0.8,1
1166,1268,2,666,1,207,41,77036,0,1622,2,11,3059.982,3,0.4,1
1166,1268,2,666,1,207,41,77036,0,1657,2,11,2519.958,7,0.4,1
912,893,3,628,0,80,11,60610,0,1720,2,13,328.224,4,0.2,0
198,233,3,31,0,49,3,94513,3,1580,2,0,79.9,2,0,0
850,924,3,127,1,73,31,27514,2,588,1,2,14.016,3,0.2,0
34,59,3,592,0,314,28,7960,1,933,1,8,7.56,6,0,0
423,346,3,123,1,83,33,45231,1,1405,1,14,37.208,1,0.2,1
423,346,3,123,1,83,33,45231,1,894,1,7,57.576,3,0.2,0
385,35,2,432,1,438,3,94110,3,1384,1,14,725.84,4,0,0
1000,1077,0,317,0,438,3,94109,3,1564,2,0,209.93,7,0,0
1000,1077,0,317,0,438,3,94109,3,253,0,9,5.28,3,0,0
1000,1077,0,317,0,438,3,94109,3,741,1,3,10.92,3,0.2,0
1158,1251,0,64,1,212,3,90301,3,1177,1,12,8.82,2,0,0
1158,1251,0,64,1,212,3,90301,3,517,1,2,5.98,1,0,0
100,125,3,22,1,374,36,19140,1,1064,1,12,11.648,2,0.2,0
100,125,3,22,1,374,36,19140,1,1266,1,12,18.176,4,0.2,0
100,125,3,22,1,374,36,19140,1,1318,1,14,59.712,6,0.2,0
100,125,3,22,1,374,36,19140,1,971,1,10,24.84,3,0.2,0
1196,1297,2,678,0,207,41,77070,0,843,1,3,2.08,5,0.8,1
1196,1297,2,678,0,207,41,77070,0,1737,2,13,1114.4,7,0.2,0
236,312,3,397,0,266,3,90004,3,349,0,16,1038.84,5,0.2,0
1196,133,3,738,0,389,35,97206,3,1047,1,12,141.76,5,0.2,0
1196,133,3,738,0,389,35,97206,3,1509,2,0,239.8,5,0.2,0
1196,133,3,738,0,389,35,97206,3,1250,1,12,31.104,6,0.2,0
344,377,2,30,1,472,8,33319,2,665,1,3,254.058,7,0.7,1
344,377,2,30,1,472,8,33319,2,433,1,1,194.528,2,0.2,0
344,377,2,30,1,472,8,33319,2,1422,1,15,961.48,5,0.2,1
240,273,2,578,2,94,33,43229,1,928,1,8,19.096,7,0.2,0
240,273,2,578,2,94,33,43229,1,1010,1,10,18.496,8,0.2,0
240,273,2,578,2,94,33,43229,1,1512,2,0,255.984,2,0.2,0
240,273,2,578,2,94,33,43229,1,47,0,4,86.97,3,0.5,1
375,407,0,433,1,92,4,80906,3,290,0,9,300.416,8,0.2,0
375,407,0,433,1,92,4,80906,3,77,0,5,230.352,3,0.2,0
375,407,0,433,1,92,4,80906,3,240,0,9,218.352,3,0.2,1
375,407,0,433,1,92,4,80906,3,829,1,3,78.6,5,0.7,1
375,407,0,433,1,92,4,80906,3,940,1,8,27.552,3,0.2,0
155,297,3,349,1,35,28,7109,1,1150,1,12,32.4,5,0,0
155,297,3,349,1,35,28,7109,1,1378,1,14,1082.48,8,0,0
155,297,3,349,1,35,28,7109,1,1254,1,12,56.91,3,0,0
155,297,3,349,1,35,28,7109,1,197,0,9,77.6,4,0,0
155,297,3,349,1,35,28,7109,1,744,1,3,14.28,1,0,0
234,270,3,370,0,80,11,60623,0,343,0,16,219.075,3,0.5,1
804,872,2,54,1,329,30,10024,1,232,0,9,26.8,2,0,0
394,74,3,418,1,474,20,48180,0,590,1,2,9.84,3,0,0
824,973,3,167,2,240,28,8701,1,676,1,3,45.48,3,0,0
824,973,3,167,2,240,28,8701,1,544,1,2,289.2,6,0,0
633,677,0,692,0,16,44,22204,2,560,1,2,4.89,1,0,0
1141,1238,2,101,1,18,4,80004,3,201,0,9,15.136,4,0.2,0
1141,1238,2,101,1,18,4,80004,3,119,0,5,466.768,2,0.2,0
1141,1238,2,101,1,18,4,80004,3,194,0,9,15.232,1,0.2,0
1141,1238,2,101,1,18,4,80004,3,954,1,10,6.264,3,0.2,0
1199,173,3,762,1,184,28,7601,1,188,0,9,87.54,3,0,0
1124,1129,3,23,1,429,8,33710,2,1765,2,13,178.384,2,0.2,0
1124,1129,3,23,1,429,8,33710,2,1138,1,12,15.552,3,0.2,0
383,419,0,709,1,374,36,19143,1,577,1,2,99.136,4,0.2,0
286,323,3,568,2,329,30,10024,1,92,0,5,135.882,1,0.1,0
286,323,3,568,2,329,30,10024,1,1645,2,11,3991.98,2,0,0
286,323,3,568,2,329,30,10024,1,1828,2,13,275.94,6,0,0
286,323,3,568,2,329,30,10024,1,1477,2,0,360,4,0,0
286,323,3,568,2,329,30,10024,1,1381,1,14,43.57,1,0,0
1166,1280,3,279,1,262,3,90805,3,909,1,8,7.16,2,0,0
663,718,3,302,1,196,3,92345,3,829,1,3,251.52,6,0.2,0
663,718,3,302,1,196,3,92345,3,1508,2,0,99.99,1,0,0
281,310,2,208,1,317,40,37130,2,205,0,9,15.992,1,0.2,0
1102,1218,0,602,0,374,36,19143,1,1814,2,13,290.898,3,0.4,1
1102,1218,0,602,0,374,36,19143,1,1311,1,14,54.224,2,0.2,0
1102,1218,0,602,0,374,36,19143,1,103,0,5,786.744,4,0.3,1
1102,1218,0,602,0,374,36,19143,1,957,1,10,100.24,10,0.2,0
1102,1218,0,602,0,374,36,19143,1,694,1,3,37.764,6,0.7,1
670,725,2,388,0,374,36,19134,1,1845,2,13,82.8,2,0.4,1
670,725,2,388,0,374,36,19134,1,684,1,3,20.724,2,0.7,1
670,725,2,388,0,374,36,19134,1,717,1,3,4.896,3,0.7,1
1128,1312,2,197,0,266,3,90045,3,716,1,3,4.752,1,0.2,0
1128,1312,2,197,0,266,3,90045,3,1602,2,6,959.984,2,0.2,0
1128,1312,2,197,0,266,3,90045,3,807,1,3,14.368,4,0.2,0
933,1017,3,11,1,438,3,94122,3,769,1,3,7.712,2,0.2,0
933,1017,3,11,1,438,3,94122,3,370,0,16,698.352,3,0.2,1
873,944,2,434,0,249,42,84041,3,905,1,8,4.96,4,0,0
624,674,2,349,1,374,36,19140,1,474,1,2,17.856,4,0.2,0
624,674,2,349,1,374,36,19140,1,781,1,3,509.97,10,0.7,1
624,674,2,349,1,374,36,19140,1,925,1,8,30.992,13,0.2,0
624,674,2,349,1,374,36,19140,1,1702,2,13,71.928,12,0.4,0
354,392,3,173,0,25,41,78745,0,1293,1,14,88.8,4,0.2,1
846,916,3,134,0,438,3,94122,3,1760,2,13,47.976,3,0.2,0
1021,1001,3,746,0,269,19,1852,1,609,1,2,7.56,3,0,0
1021,1001,3,746,0,269,19,1852,1,1033,1,12,24.56,2,0,0
1021,1001,3,746,0,269,19,1852,1,515,1,2,12.96,2,0,0
1129,1305,0,5,2,329,30,10009,1,1462,2,0,6.79,1,0,0
1129,1305,0,5,2,329,30,10009,1,1143,1,12,24.56,2,0,0
1129,1305,0,5,2,329,30,10009,1,728,1,3,3.048,1,0.2,0
1129,1305,0,5,2,329,30,10009,1,1143,1,12,49.12,4,0,0
1129,1305,0,5,2,329,30,10009,1,845,1,3,4355.168,4,0.2,0
708,662,3,386,0,329,30,10035,1,19,0,4,388.704,6,0.2,1
708,662,3,386,0,329,30,10035,1,853,1,7,8.26,2,0,0
708,662,3,386,0,329,30,10035,1,552,1,2,17.04,4,0,0
708,662,3,386,0,329,30,10035,1,1182,1,12,34.4,5,0,0
663,721,3,326,1,74,31,28205,2,1179,1,12,36.24,5,0.2,0
607,543,0,775,1,94,9,31907,2,397,1,1,647.84,8,0,0
607,543,0,775,1,94,9,31907,2,958,1,10,20.7,2,0,0
1194,97,3,445,0,329,30,10009,1,958,1,10,20.7,2,0,0
1194,97,3,445,0,329,30,10009,1,61,0,5,488.646,3,0.1,0
1194,97,3,445,0,329,30,10009,1,594,1,2,5.56,2,0,0
1194,97,3,445,0,329,30,10009,1,137,0,9,47.12,8,0,0
1187,1300,3,351,0,438,3,94109,3,1351,1,14,211.96,4,0,0
131,140,1,517,1,274,5,6040,1,735,1,3,23.2,4,0,0
131,140,1,517,1,274,5,6040,1,1429,1,15,7.36,2,0,0
131,140,1,517,1,274,5,6040,1,1368,1,14,104.79,7,0,0
131,140,1,517,1,274,5,6040,1,20,0,4,1043.92,4,0,0
791,968,3,312,0,189,41,78550,0,1149,1,12,25.92,5,0.2,0
791,968,3,312,0,189,41,78550,0,1359,1,14,53.424,3,0.2,0
974,1058,3,26,0,489,1,85705,3,717,1,3,8.16,5,0.7,1
974,1058,3,26,0,489,1,85705,3,1569,2,0,1023.936,8,0.2,0
